编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,容积,率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1783,工业用地,盐城市,射阳县,射阳县环太实业有限公司,射阳县合德镇北三环路北侧、海德电子东侧,50,挂牌出让,,599.004,,2018,2018年8月,2018年8月20日,35655,0.702.50,0.7,2.5,,射阳县环太实业有限公司,,,,,,,,,,,,,,2019年4月26日,2021年4月25日
1784,科教用地,盐城市,盐都区,潘黄小学、潘黄初中和潘黄成人教育中心异地新建项目,盐城市盐都区潘黄街道办事处吴杨居委会,,划拨,,0,,2018,2018年8月,2018年8月20日,91618,0.550.00,0.55,0.55,,江苏盐西新城教育产业项目开发有限公司,,,,,,,,,,,,,,2018年12月20日,2020年12月19日
1785,公共设施用地,盐城市,阜宁县,盐城硕集110千伏输变电工程,阜宁县硕集社区张单村,,划拨,,0,,2018,2018年8月,2018年8月17日,3663,0.200.50,0.2,0.5,,国网江苏省电力公司盐城供电公司,,,,,,,,,,,,,,2018年8月27日,2019年8月27日
1786,工业用地,盐城市,滨海县,滨海知本汽车产业科技有限公司,工业园北区世纪大道,50,挂牌出让,,1564.45,,2018,2018年8月,2018年8月17日,91488.2,0.700.00,0.7,0.7,,滨海知本汽车产业科技有限公司,,,,,,,,,,,,,,2020年8月21日,2022年8月19日
1787,工业用地,盐城市,阜宁县,江苏埃德光电科技有限公司,现代服务园区管委会新丰居委会,50,挂牌出让,,487,,2018,2018年8月,2018年8月16日,22965.01,0.702.00,0.7,2,,江苏埃德光电科技有限公司,,,,,,,,,,,,,,2018年10月16日,2019年10月16日
1788,工业用地,盐城市,阜宁县,盐城市仁博硅化学有限公司,郭墅镇西北村八组、王庄七组,50,挂牌出让,,547,,2018,2018年8月,2018年8月16日,31582.99,0.602.00,0.6,2,,盐城市仁博硅化学有限公司,,,,,,,,,,,,,,2018年9月26日,2019年9月26日
1789,工业用地,盐城市,建湖县,建湖县福达塑料制品厂新上年产1000万件塑料制品（包装箱、容器等）项目,近湖街道西葛村朱墩组,50,挂牌出让,,72.6725,,2018,2018年8月,2018年8月15日,3545,1.001.20,1,1.2,,建湖县福达塑料制品厂,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1790,工业用地,盐城市,建湖县,建湖县派特液压管件有限公司年产10万件液压管件、1万件石油机械配件项目,近湖街道西葛村一组,50,挂牌出让,,40.467,,2018,2018年8月,2018年8月15日,1974,0.701.20,0.7,1.2,,建湖县派特液压管件有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1791,工业用地,盐城市,建湖县,建湖润武石油机械有限公司石油机械配件项目,近湖街道西葛村一组,50,挂牌出让,,45.1205,,2018,2018年8月,2018年8月15日,2201,0.701.20,0.7,1.2,,建湖润武石油机械有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1792,工业用地,盐城市,建湖县,建湖耀瑞机械有限公司新上年产10万台（套）油田采油阀体项目,建阳镇马厂村三组,50,挂牌出让,,35.28,,2018,2018年8月,2018年8月13日,1960,0.700.00,0.7,0.7,,建湖耀瑞机械有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1793,工业用地,盐城市,大丰市,江苏华丽达包装材料有限公司,大丰区白驹镇狮子口村七组,50,挂牌出让,,403.67,,2018,2018年8月,2018年8月13日,20701,0.801.20,0.8,1.2,,江苏华丽达包装材料有限公司,,,,,,,,,,,,,,2019年2月15日,2021年2月15日
1794,其他普通商品住房用地,盐城市,阜宁县,益林镇益南社区陶永俊个人住宅补办出让,益林镇益南社区二组,70,协议出让,,11.9911,,2018,2018年8月,2018年8月11日,288.94,0.001.81,0,1.81,,陶永俊周桂芹,,,,,,,,,,,,,,2018年9月11日,2018年9月11日
1795,工业用地,盐城市,建湖县,江苏佳力铝业有限公司年产8000吨铝合金型材项目,芦沟镇五联居委会一组,50,挂牌出让,,213.081,,2018,2018年8月,2018年8月10日,12914,0.701.20,0.7,1.2,,江苏佳力铝业有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1796,其他商服用地,盐城市,射阳县,射阳县洋马镇政府地块,洋马镇厚朴东路北侧,40,协议出让,,2264.3337,,2018,2018年8月,2018年8月10日,20566.7,0.001.00,0,1,,射阳县十里菊香园管理有限公司,,,,,,,,,,,,,,2018年8月10日,2018年8月10日
1797,公路用地,盐城市,盐都区,双新北路盐宝河大桥及接线工程项目,盐城市盐都区龙冈镇新冈村一组、港北村一组、兴龙居委会二组、冈南管理区,,划拨,,0,,2018,2018年8月,2018年8月10日,32233,0.000.00,0,1,,盐城市盐都区交通运输局,,,,,,,,,,,,,,2018年12月13日,2020年12月12日
1798,工业用地,盐城市,建湖县,江苏欧斯特实业有限公司新上玻璃深加工项目,芦沟镇双庆村三组,50,挂牌出让,,40.9365,,2018,2018年8月,2018年8月10日,2481,0.701.20,0.7,1.2,,江苏欧斯特实业有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1799,医卫慈善用地,盐城市,亭湖区,盐城市中医药传承创新工程（市中医院南扩工程）项目,盐城市亭湖区毓龙街道办事处环城村,,划拨,,0,,2018,2018年8月,2018年8月9日,21163,0.002.63,0,2.63,,盐城市中医院,,,,,,,,,,,,,,2019年4月9日,2022年4月9日
1800,工业用地,盐城市,射阳县,江苏射阳睿阳科技产业园有限公司,射阳经济开发区福建路东侧三中沟南侧2#,50,挂牌出让,,572.6565,,2018,2018年8月,2018年8月9日,33885,0.702.50,0.7,2.5,,江苏射阳睿阳科技产业园有限公司,,,,,,,,,,,,,,2019年4月18日,2021年4月17日
1801,工业用地,盐城市,射阳县,江苏射阳睿阳科技产业园有限公司,射阳开发区福建路东侧三中沟南侧,50,挂牌出让,,629.4574,,2018,2018年8月,2018年8月9日,37246,0.702.50,0.7,2.5,,江苏射阳睿阳科技产业园有限公司,,,,,,,,,,,,,,2019年4月18日,2021年4月17日
1802,其他商服用地,盐城市,亭湖区,盐城大洋湾生态旅游景区有限公司,盐城市亭湖区南洋镇新洋经济合作社八组,40,挂牌出让,,16250.7594,,2018,2018年8月,2018年8月8日,82659,0.000.80,0,0.8,,盐城大洋湾生态旅游景区有限公司,,,,,,,,,,,,,,2019年8月8日,2022年8月8日
1803,其他商服用地,盐城市,射阳县,洋马镇原敬老院地块,洋马镇万寿路东侧,40,协议出让,,359.8937,,2018,2018年8月,2018年8月8日,3473.9,0.001.00,0,1,,射阳县十里菊香园管理有限公司,,,,,,,,,,,,,,2018年8月10日,2018年8月10日
1804,工业用地,盐城市,建湖县,建湖凯悦玻璃制品有限公司年产350万只玻璃工艺品技改项目,恒济镇东袁村五组,50,挂牌出让,,68.211,,2018,2018年8月,2018年8月7日,4134,0.701.20,0.7,1.2,,建湖凯悦玻璃制品有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1805,工业用地,盐城市,建湖县,江苏金力起重设备有限公司年产650台（套）普通塔式起重机及500台（套）施工升降机技改项目,恒济镇建河村四组,50,挂牌出让,,172.656,,2018,2018年8月,2018年8月7日,10464,0.700.00,0.7,0.7,,江苏金力起重设备有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1806,工业用地,盐城市,建湖县,江苏中英钢索股份有限公司年产10万吨特种钢绳项目,钟庄街道建新村宋渡组,50,挂牌出让,,888.24,,2018,2018年8月,2018年8月7日,74020,0.700.00,0.7,0.7,,江苏中英钢索股份有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1807,公园与绿地,盐城市,射阳县,绿化,合德镇机场路东侧、S329南侧,,划拨,,,,2018,2018年8月,2018年8月7日,660,,,1,,射阳县合德镇人民政府,,,,,,,,,,,,,,2019年2月7日,2021年2月6日
1808,工业用地,盐城市,射阳县,盐城汇川新材料有限公司,射阳县合德镇兴业路北侧德利泰电气西侧,50,挂牌出让,,294.0988,,2018,2018年8月,2018年8月7日,15317.7,0.702.50,0.7,2.5,,盐城汇川新材料有限公司,,,,,,,,,,,,,,2019年4月18日,2021年4月17日
1809,公共设施用地,盐城市,射阳县,射阳县水利站,射阳合德镇政府对面,,划拨,,0,,2018,2018年8月,2018年8月7日,6658,0.000.00,0,1,,射阳县人民政府,,,,,,,,,,,,,,2019年2月6日,2021年2月7日
1810,公园与绿地,盐城市,射阳县,新城区边角地、路,新城区,,划拨,,,,2018,2018年8月,2018年8月7日,5925,,,1,,射阳县人民政府,,,,,,,,,,,,,,2019年5月7日,2022年5月7日
1811,工业用地,盐城市,建湖县,江苏萨尔工业科技有限公司年加工5000吨铝型材技改项目,芦沟镇双庆村三组,50,挂牌出让,,36.5145,,2018,2018年8月,2018年8月7日,2213,0.701.20,0.7,1.2,,江苏萨尔工业科技有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1812,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市天涵建设开发有限责任公司,城东新区幼儿园北侧地块一,70,挂牌出让,,11924.576,,2018,2018年8月,2018年8月6日,33496,1.002.00,1,2,,东台市天涵建设开发有限责任公司,,,,,,,,,,,,,,2020年1月6日,2023年1月6日
1813,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市碧桂园房地产开发有限公司,城东新区幼儿园北侧地块二,70,挂牌出让,,17874.048,,2018,2018年8月,2018年8月6日,50208,1.002.00,1,2,,东台市碧桂园房地产开发有限公司,,,,,,,,,,,,,,2020年1月6日,2023年1月6日
1814,中低价位、中小套型普通商品住房用地,盐城市,东台市,上海荣润房地产开发有限公司,恒大翡翠花苑西侧地块一,40.7,挂牌出让,,14081.936,,2018,2018年8月,2018年8月6日,39556,1.002.00,1,2,,上海荣润房地产开发有限公司,,,,,,,,,,,,,,2020年1月6日,2023年1月6日
1815,中低价位、中小套型普通商品住房用地,盐城市,东台市,新沂阳光置业有限公司,恒大翡翠花苑西侧地块二,40.7,挂牌出让,,14162.838,,2018,2018年8月,2018年8月6日,39561,1.002.00,1,2,,新沂阳光置业有限公司,,,,,,,,,,,,,,2020年1月6日,2023年1月6日
1816,工业用地,盐城市,建湖县,盐城市途安机械有限公司新上大型低压脉冲袋收尘器、SNCR脱硫设备及SCR脱硝设备项目,钟庄街道新东村潘湾组、三桥组,50,挂牌出让,,335.916,,2018,2018年8月,2018年8月6日,27993,0.700.00,0.7,0.7,,盐城市途安机械有限公司,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
1817,工业用地,盐城市,阜宁县,宏远铜业地块,阜城街道办事处缪黄村四组,50,挂牌出让,,797,,2018,2018年8月,2018年8月3日,37089.5,0.702.00,0.7,2,,江苏宏远铜业有限公司,,,,,,,,,,,,,,2018年9月18日,2020年9月18日
1818,工业用地,盐城市,阜宁县,世纪电缆地块,阜城街道办事处缪黄村四组,50,挂牌出让,,824,,2018,2018年8月,2018年8月3日,38305.84,0.702.00,0.7,2,,世纪电缆有限公司,,,,,,,,,,,,,,2018年9月18日,2020年9月18日
1819,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建逸湖新村回迁小区二期工程项目,开发区杨庄村,,划拨,,0,,2018,2018年8月,2018年8月2日,24954,1.002.50,1,2.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
1820,商务金融用地,盐城市,亭湖区,潘石健,市区人民北路143号15幢,40,协议出让,,42.5,,2018,2018年8月,2018年8月1日,163.8,,,1,,潘石健,,,,,,,,,,,,,,2018年8月1日,2018年8月1日
1821,工业用地,盐城市,建湖县,盐城五洲耐磨材料有限公司新上耐磨陶瓷管件及耐磨陶瓷衬板项目,建阳镇马厂村三组,50,挂牌出让,,29.592,,2018,2018年7月,2018年7月31日,1644,0.701.20,0.7,1.2,,盐城五洲耐磨材料有限公司,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
1822,工业用地,盐城市,建湖县,建湖县旺发机械厂新上年产1500台（套）液压油缸项目,建阳镇马厂村三组,50,挂牌出让,,32.382,,2018,2018年7月,2018年7月31日,1799,0.701.20,0.7,1.2,,建湖县旺发机械厂,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
1823,工业用地,盐城市,建湖县,江苏项瑛农机有限公司年产15000台（套）农业机械器具项目,高作镇西站村一组,50,挂牌出让,,191.631,,2018,2018年7月,2018年7月31日,11614,0.701.20,0.7,1.2,,江苏项瑛农机有限公司,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
1824,公共设施用地,盐城市,滨海县,滨海县交通实业有限公司城西公交枢纽工程,县城育才西路南侧，向阳西路北侧,,划拨,,0,,2018,2018年7月,2018年7月31日,28900,0.000.00,0,1,,滨海县交通实业有限公司,,,,,,,,,,,,,,2020年7月9日,2022年7月15日
1825,工业用地,盐城市,射阳县,盐城普鲁泰克炭素有限公司,射阳港经济区三氯蔗糖西侧、普鲁泰克北侧地块,50,挂牌出让,,32.832,,2018,2018年7月,2018年7月31日,2280,0.702.50,0.7,2.5,,盐城普鲁泰克炭素有限公司,,,,,,,,,,,,,,2019年4月1日,2021年3月31日
1826,工业用地,盐城市,滨海县,滨海天宇木业有限公司,滨淮镇民营园,50,挂牌出让,,37.16,,2018,2018年7月,2018年7月31日,2225.1,0.800.00,0.8,0.8,,滨海天宇木业有限公司,,,,,,,,,,,,,,2020年8月21日,2022年8月25日
1827,工业用地,盐城市,射阳县,盐城普鲁泰克炭素有限公司,射阳港经济区国华升压站东侧地块,50,挂牌出让,,191.9952,,2018,2018年7月,2018年7月31日,13333,0.702.50,0.7,2.5,,盐城普鲁泰克炭素有限公司,,,,,,,,,,,,,,2019年4月1日,2021年3月31日
1828,工业用地,盐城市,阜宁县,城南创意产业园Ｂ区地块,陈良镇新涂村五组,50,挂牌出让,,524,,2018,2018年7月,2018年7月30日,31352.63,0.701.20,0.7,1.2,,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018年9月10日,2020年9月10日
1829,工业用地,盐城市,阜宁县,杰禹防水科技地块,陈良镇新涂村五组,50,挂牌出让,,402,,2018,2018年7月,2018年7月30日,24083.33,0.701.20,0.7,1.2,,江苏杰禹防水科技有限公司,,,,,,,,,,,,,,2018年9月10日,2020年9月10日
1830,工业用地,盐城市,阜宁县,双马服饰加工项目,三灶镇九灶村五组,50,挂牌出让,,268,,2018,2018年7月,2018年7月30日,16059.71,1.002.00,1,2,,盐城双马服饰有限公司,,,,,,,,,,,,,,2018年9月6日,2020年9月10日
1831,工业用地,盐城市,阜宁县,金州新能源科技项目,三灶镇九灶村,50,挂牌出让,,200,,2018,2018年7月,2018年7月30日,11960.84,0.701.20,0.7,1.2,,江苏金州新能源科技有限公司,,,,,,,,,,,,,,2018年9月10日,2020年9月10日
1832,仓储用地,盐城市,阜宁县,红海家庭农场地块,陈良镇新同村一组,50,挂牌出让,,41,,2018,2018年7月,2018年7月30日,2467.28,0.701.20,0.7,1.2,,阜宁县红海家庭农场,,,,,,,,,,,,,,2018年9月10日,2020年9月10日
1833,工业用地,盐城市,阜宁县,宁润玻璃制品地块,新沟镇新东村,50,挂牌出让,,66,,2018,2018年7月,2018年7月30日,3935.11,0.702.00,0.7,2,,盐城市宁润玻璃制品有限公司,,,,,,,,,,,,,,2018年9月6日,2020年9月10日
1834,其他商服用地,盐城市,亭湖区,盐城大洋湾生态旅游景区有限公司,盐城市亭湖区南洋镇新洋经济合作社七组,40,挂牌出让,,2880.7875,,2018,2018年7月,2018年7月27日,25607,0.000.01,0,0.01,,盐城大洋湾生态旅游景区有限公司,,,,,,,,,,,,,,2019年7月27日,2022年7月27日
1835,公园与绿地,盐城市,盐城市本级,南海未来城南海公园（二期）,盐城市城南新区新都街道办事处益丰居委会二组，伍冈居委会四、五组，伍佑街道办事处伍西村一、二组,,划拨,,0,,2018,2018年7月,2018年7月27日,379523,,,1,,盐城市城南新区开发建设投资有限公司,,,,,,,,,,,,,,2019年3月27日,2022年3月28日
1836,批发零售用地,盐城市,建湖县,331省道北侧地块,331省道北侧地块,40,挂牌出让,,5320,,2018,2018年7月,2018年7月27日,7072,0.000.30,0,0.3,,中国石化销售有限公司江苏盐城石油分公司,,,,,,,,,,,,,,2019年4月30日,2020年4月30日
1837,批发零售用地,盐城市,建湖县,S234北侧、黄泥沟西侧地块,S234北侧、黄泥沟西侧地块,40,挂牌出让,,1360,,2018,2018年7月,2018年7月27日,6236,0.000.80,0,0.8,,建湖县汽车工业贸易公司,,,,,,,,,,,,,,2019年4月30日,2020年4月30日
1838,其他普通商品住房用地,盐城市,建湖县,秀夫路东侧、崔墩路北侧地块,秀夫路东侧、崔墩路北侧,70,挂牌出让,,29410,,2018,2018年7月,2018年7月27日,69860,1.002.00,1,2,,江苏新能源置业集团有限公司,,,,,,,,,,,,,,2019年4月30日,2021年4月30日
1839,其他商服用地,盐城市,建湖县,未来城南侧、城南高中西侧地块,未来城南侧、城南高中西侧地块,70,挂牌出让,,33800,,2018,2018年7月,2018年7月27日,86430,1.002.00,1,2,,江苏通银实业集团有限公司,,,,,,,,,,,,,,2019年4月30日,2021年4月30日
1840,工业用地,盐城市,滨海县,江苏天贤坛实业有限公司,滨淮镇民营园,50,挂牌出让,,1029.64,,2018,2018年7月,2018年7月26日,61654.8,0.700.00,0.7,0.7,,江苏天贤坛实业有限公司,,,,,,,,,,,,,,2020年8月21日,2022年10月14日
1841,工业用地,盐城市,建湖县,建湖百盛玻璃制品有限公司新上年产200万件（套）玻璃制品项目,恒济镇东袁村五组,50,挂牌出让,,34.848,,2018,2018年7月,2018年7月26日,2112,0.701.20,0.7,1.2,,建湖百盛玻璃制品有限公司,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
1842,工业用地,盐城市,建湖县,建湖乐仙窑玻璃制品有限公司新上年产200万件（套）高档玻璃制品项目,恒济镇东袁村五组,50,挂牌出让,,40.5075,,2018,2018年7月,2018年7月26日,2455,0.701.20,0.7,1.2,,建湖乐仙窑玻璃制品有限公司,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
1843,工业用地,盐城市,建湖县,建湖林一玻璃制品有限公司新上年产200万件（套）玻璃制品（高档玻璃工艺品）项目,恒济镇东袁村五组,50,挂牌出让,,28.578,,2018,2018年7月,2018年7月26日,1732,0.701.20,0.7,1.2,,建湖林一玻璃制品有限公司,,,,,,,,,,,,,,2019年2月17日,2021年2月16日
