编号,用途,省市,区县,宗地名称,宗地位置,出让年限 ,交易方式,起始价（万元）,成交价格（万元）,溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2575,工业用地,徐州市,沛  县,江苏顺鑫食品有限公司年产2万吨冰激凌生产线项目,沛县经济开发区汉润路东侧、真心食品南侧,50,挂牌,,101,,2018,6,2018/6/12,0.5142,514.2,1.5,,江苏顺鑫食品有限公司,,,,,,,,,,,,,,2018/10/12,2020/10/12
2576,工业用地,徐州市,沛  县,徐州科瑞光伏有限公司建年产400万条抗老化内涂覆集装袋及200万平方米工业过滤布生产项目,沛县经济开发区汉兴路东侧、昆明路北侧,50,挂牌,,238,,2018,6,2018/6/12,1.7055,1705.5,1.8,,徐州科瑞光伏有限公司,,,,,,,,,,,,,,2018/8/12,2020/8/12
2577,工业用地,徐州市,沛  县,徐州泽宇纺织有限公司建年产800万米布匹生产线项目,沛县杨屯镇姚桥矿停车场南侧、甘熙路北侧、同心路西侧,50,挂牌,,176,,2018,6,2018/6/12,0.7684,768.4,1,,徐州泽宇纺织有限公司,,,,,,,,,,,,,,2018/8/12,2019/8/12
2578,工业用地,徐州市,沛  县,徐州中珺商贸有限公司建鹿楼镇电商物流园,鹿楼镇新城快速通道西侧、沛丰路南侧,50,挂牌,,174,,2018,6,2018/6/12,0.8496,849.6,0.7,,徐州中珺商贸有限公司,,,,,,,,,,,,,,2018/8/12,2019/8/12
2579,其他普通商品住房用地,徐州市,邳州市,邳北石膏矿区安居工程 邳州市润城资产经营集团有限公司,邳州市四户镇,70,挂牌,,2406,,2018,6,2018/6/11,5.34691,5346.91,1.5,,邳州市润城资产经营集团有限公司,,,,,,,,,,,,,,2018/8/1,2020/8/1
2580,其他普通商品住房用地,徐州市,邳州市,邳北石膏矿区安居工程 邳州市润城资产经营集团有限公司,邳州市四户镇,70,挂牌,,1851.6,,2018,6,2018/6/11,4.1148,4114.8,1.5,,邳州市润城资产经营集团有限公司,,,,,,,,,,,,,,2018/8/1,2020/8/1
2581,其他普通商品住房用地,徐州市,贾汪区,徐州市贾汪区亿睿房地产开发有限公司,贾汪区中旺路南侧，206国道西侧,70,挂牌,,6384,,2018,6,2018/6/11,6.0798,6079.8,2.8,,徐州市贾汪区亿睿房地产开发有限公司,,,,,,,,,,,,,,2019/6/11,2021/6/10
2582,其他普通商品住房用地,徐州市,贾汪区,徐州市贾汪区亿睿房地产开发有限公司,贾汪区中旺路南侧，206国道东侧,70,挂牌,,4373,,2018,6,2018/6/11,4.1639,4163.9,2.8,,徐州市贾汪区亿睿房地产开发有限公司,,,,,,,,,,,,,,2019/6/11,2021/6/10
2583,其他普通商品住房用地,徐州市,贾汪区,徐州市贾汪区亿睿房地产开发有限公司,贾汪区中旺路南侧，206国道东侧,70,挂牌,,7629,,2018,6,2018/6/11,7.2653,7265.3,2.8,,徐州市贾汪区亿睿房地产开发有限公司,,,,,,,,,,,,,,2019/6/11,2021/6/10
2584,其他普通商品住房用地,徐州市,贾汪区,徐州市贾汪区亿睿房地产开发有限公司,贾汪区中旺路南侧，206国道东侧,70,挂牌,,9136,,2018,6,2018/6/11,8.7002,8700.2,2.8,,徐州市贾汪区亿睿房地产开发有限公司,,,,,,,,,,,,,,2019/6/11,2021/6/10
2585,,徐州市,新沂市,新沂市粮食局直属库粮食仓储及面粉加工项目,阿湖镇黑埠粮食直属库以东,50,挂牌,,211,,2018,6,2018/6/8,1.4636,1463.6,1.2,,新沂市粮食局直属库,,,,,,,,,,,,,,2019/5/29,2020/5/29
2586,其他商服用地,徐州市,新沂市,新沂市稻香小村休闲农业有限公司（商服）,窑湾镇纬一路以北，经八路以西,40,挂牌,,1660,,2018,6,2018/6/8,2.2149,2214.9,1.2,,新沂市稻香小村休闲农业有限公司,,,,,,,,,,,,,,2019/6/26,2021/6/26
2587,工业用地,徐州市,新沂市,益客食品产业园项目,阿湖镇311国道以东，新欣路以北,50,挂牌,,516,,2018,6,2018/6/8,3.5789,3578.9,1.5,,新沂市润客食品有限公司,,,,,,,,,,,,,,2019/5/28,2020/5/28
2588,工业用地,徐州市,邳州市,家具生产 徐州得力鑫木业有限公司,官湖工业园,50,挂牌,,843.92,,2018,6,2018/6/7,5.11496,5114.96,1,,徐州得力鑫木业有限公司,,,,,,,,,,,,,,2018/8/31,2019/8/31
2589,其他普通商品住房用地,徐州市,云龙区,徐州新腾置业有限公司东店子定销房,城东大道北，工程兵学院西,70,挂牌,,36000,,2018,6,2018/6/7,8.0056,8005.6,2.5,,徐州新腾置业有限公司,,,,,,,,,,,,,,2018/12/7,2021/6/7
2590,其他普通商品住房用地,徐州市,云龙区,南京奥信房地产开发有限公司三环东路东城镇住宅项目,三环东路东,70,挂牌,,173400,,2018,6,2018/6/6,13.23965,13239.65,1.3,,南京奥信房地产开发有限公司,,,,,,,,,,,,,,2019/6/6,2021/6/6
2591,其他普通商品住房用地,徐州市,鼓楼区,徐州绿景置业有限公司(江苏省建筑工程集团有限公司)万寨水泥厂定销房项目,三环北路南，徐运新河东侧,70,挂牌,,13900,,2018,6,2018/6/5,5.01262,5012.62,2,,徐州绿景置业有限公司,,,,,,,,,,,,,,2018/12/5,2020/12/5
2592,其他商服用地,徐州市,鼓楼区,徐州市城市轨道交通有限责任公司老物资市场站地块,古黄河北、中山北路东,40,挂牌,,38800,,2018,6,2018/6/5,2.05816,2058.16,4.5,,徐州市城市轨道交通有限责任公司,,,,,,,,,,,,,,2019/6/5,2021/6/5
2593,工业用地,徐州市,沛  县,徐州国贸新材料有限公司建年产高强安全防护网、绳5000吨，3000万米生产线项目,沛县龙固镇顺河路南侧、龙河路东侧,50,挂牌,,264,,2018,6,2018/6/4,1.1685,1168.5,0.7,,徐州国贸新材料有限公司,,,,,,,,,,,,,,2018/8/4,2019/8/4
2594,工业用地,徐州市,沛  县,沛县天发新型墙体材料有限公司年产6000万块（折标）烧结煤矸石空心砖生产线,沛县杨屯镇杨屯河南侧,50,挂牌,,305,,2018,6,2018/6/4,2.5377,2537.7,0.7,,沛县天发新型墙体材料有限公司,,,,,,,,,,,,,,2018/7/31,2019/7/31
2595,街巷用地,徐州市,云龙区,徐州市易泊停车管理有限公司云苑路小学地下停车场地块,云苑路东，黄山东路北,50,挂牌,,925,,2018,6,2018/6/4,1.226,1226,1,,徐州市易泊停车管理有限公司,,,,,,,,,,,,,,2019/6/4,2020/12/4
2596,其他普通商品住房用地,徐州市,云龙区,慈溪凯胜置业有限公司和平路北三环东路东项目,和平路北，三环东路东,70,挂牌,,274070,,2018,6,2018/6/1,19.91532,19915.32,2.5,,慈溪凯胜置业有限公司,,,,,,,,,,,,,,2018/12/1,2021/6/1
2597,工业用地,徐州市,贾汪区,江苏徐耐新材料科技股份有限公司,贾汪区升级路以东，纳川以北,50,挂牌,,1270,,2018,6,2018/6/1,6.266,6266,1,,江苏徐耐新材料科技股份有限公司,,,,,,,,,,,,,,2019/6/1,2021/5/31
2598,其他普通商品住房用地,徐州市,新沂市,新沂经济开发区建设发展有限公司（商住）,马陵山西路以北，神井大道以东,70,挂牌,,4742,,2018,5,2018/5/27,3.1626,3162.6,2.5,,新沂经济开发区建设发展有限公司,,,,,,,,,,,,,,2019/5/17,2022/5/17
2599,批发零售用地,徐州市,睢宁县,睢宁中合农产品市场有限公司建批发零售用地,人民东路北、钢铁路西,40,挂牌,,3700,,2018,5,2018/5/24,10.772795,10772.795,1.3,,睢宁中合农产品市场有限公司,,,,,,,,,,,,,,2018/11/24,2021/11/24
2600,批发零售用地,徐州市,睢宁县,江苏润创置业有限公司建商业用地,人民东路南、西渭河东,40,挂牌,,7060,,2018,5,2018/5/24,5.094322,5094.322,1.2,,江苏润创置业有限公司,,,,,,,,,,,,,,2018/11/24,2020/11/24
2601,医卫慈善用地,徐州市,鼓楼区,徐州九如城房地产开发有限公司徐矿城东二期地块项目,天齐北路东、三环北路北,50,挂牌,,16700,,2018,5,2018/5/23,7.8103,7810.3,1.8,,徐州九如城房地产开发有限公司,,,,,,,,,,,,,,2019/5/23,2021/6/23
2602,医卫慈善用地,徐州市,铜山区,徐州市金秋晨曦养老服务有限公司,汉王镇汉王医院东,50,挂牌,,4460,,2018,5,2018/5/21,4.9542,4954.2,1,,徐州市金秋晨曦养老服务有限公司,,,,,,,,,,,,,,2018/11/21,2021/11/20
2603,工业用地,徐州市,泉山区,徐州长隆环保科技有限公司兴隆路东鑫源路北工业项目,兴隆路东，鑫源路北,40,挂牌,,1320,,2018,5,2018/5/21,6.46286,6462.86,1.5,,徐州长隆环保科技有限公司,,,,,,,,,,,,,,2019/5/21,2020/11/21
2604,其他普通商品住房用地,徐州市,鼓楼区,南京辉阳建筑开发有限公司中山路东黄河北路北项目,中山路东、黄河北路北,70,挂牌,,156000,,2018,5,2018/5/21,6.26187,6261.87,2.2,,南京辉阳建筑开发有限公司,,,,,,,,,,,,,,2019/5/21,2021/5/21
2605,工业用地,徐州市,贾汪区,江苏科正车业有限公司,贾汪区新西排洪道以东，南韩二路以北,50,挂牌,,520,,2018,5,2018/5/18,2.5333,2533.3,1,,江苏科正车业有限公司,,,,,,,,,,,,,,2019/5/1,2021/4/30
2606,其他普通商品住房用地,徐州市,鼓楼区,徐州荣润房地产有限公司(荣盛（徐州）房地产开发有限公司)天齐路东城镇住宅项目,天齐路东,70,挂牌,,42400,,2018,5,2018/5/16,6.8291,6829.1,1.1,,荣盛（徐州）房地产开发有限公司,,,,,,,,,,,,,,2019/5/16,2021/5/16
2607,科教用地,徐州市,贾汪区,徐州市贾汪区都市旅游投资发展有限公司,贾汪区潘安湖湿地公园以南，华夏路以北，权台村以东，徐贾快速通道以西,50,挂牌,,28464,,2018,5,2018/5/16,63.2518,63251.8,0.8,,徐州市贾汪区都市旅游投资发展有限公司,,,,,,,,,,,,,,2019/5/1,2021/4/30
2608,其他商服用地,徐州市,鼓楼区,徐州八仙过海旅游有限公司九里山东路北平山路东项目,九里山东路北，平山路东,40,挂牌,,8700,,2018,5,2018/5/16,8.85236,8852.36,1.2,,徐州八仙过海旅游有限公司,,,,,,,,,,,,,,2019/5/16,2021/5/16
2609,中低价位、中小套型普通商品住房用地,徐州市,邳州市,居住楼 徐州兴地房地产开发有限公司,黄石山路东、朝阳街南、井冈山路北、望母山路两侧,70,挂牌,,23122.8,,2018,5,2018/5/15,6.01257,6012.57,2,,徐州兴地房地产开发有限公司,,,,,,,,,,,,,,2018/8/31,2021/8/30
2610,中低价位、中小套型普通商品住房用地,徐州市,邳州市,运河首府二期 徐州臻石房地产开发有限公司,辽河路南、黄石山路东、朝阳街北、望母山路西侧,70,挂牌,,25289.2,,2018,5,2018/5/15,6.22717,6227.17,2,,徐州臻石房地产开发有限公司,,,,,,,,,,,,,,2018/12/8,2020/12/7
2611,中低价位、中小套型普通商品住房用地,徐州市,邳州市,大发·融悦东方  邳州垠壹置业有限公司,辽河路南、黄石山路西、朝阳街北、岠山路东,70,挂牌,,24331.25,,2018,5,2018/5/15,4.91257,4912.57,2.5,,上海瀚泫实业发展有限公司,,,,,,,,,,,,,,2018/8/1,2020/8/1
2612,其他普通商品住房用地,徐州市,鼓楼区,徐州泽合信地产有限公司(北京盛兴华投资管理有限公司)襄王路西城市花园东商务金融城镇住宅项目,襄王路西，城市花园东,70,挂牌,,43140,,2018,5,2018/5/15,4.22035,4220.35,2,,徐州泽合信地产有限公司,,,,,,,,,,,,,,2019/5/15,2020/11/15
2613,中低价位、中小套型普通商品住房用地,徐州市,邳州市,运河首府一期 徐州臻石房地产开发有限公司,岠山路东、朝阳街南、井冈山路北，黄石山路西,70,挂牌,,24402.5,,2018,5,2018/5/14,5.76118,5761.18,2.5,,徐州臻石房地产开发有限公司,,,,,,,,,,,,,,2018/11/8,2021/10/8
2614,工业用地,徐州市,新沂市,邵店镇标准厂房二期,邵店镇邵兴路以东，镇北路以南,50,挂牌,,304,,2018,5,2018/5/11,2.1094,2109.4,1.5,,新沂市城投置业有限公司,,,,,,,,,,,,,,2019/5/8,2020/5/8
2615,其他普通商品住房用地,徐州市,新沂市,徐州祥都置业有限公司（商住）,临沭中路以东，新安路以南,70,挂牌,,29332,,2018,5,2018/5/11,2.9152,2915.2,2.6,,新沂市祥都置业有限公司,,,,,,,,,,,,,,2019/5/20,2022/5/20
2616,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,江苏金旅建荣置业有限公司,江苏师范大学贾汪校区西侧、育才路北侧,70,挂牌,,230,,2018,5,2018/5/10,0.1905,190.5,2,,江苏金旅建荣置业有限公司,,,,,,,,,,,,,,2019/5/1,2021/4/30
2617,其他普通商品住房用地,徐州市,徐州经济开发区,上海泓喆房地产开发有限公司和平路东延北侧城镇住宅项目,北至明湖路、西至振兴大道、南至和平路东延、东至鸿达路,70,挂牌,,104100,,2018,5,2018/5/9,12.0806,12080.6,2,,上海泓喆房地产开发有限公司,,,,,,,,,,,,,,2019/5/9,2021/5/9
2618,工业用地,徐州市,徐州经济开发区,徐州经济技术开发区荆马引河东工业项目,荆马引河东,40,挂牌,,560,,2018,5,2018/5/8,3.33248,3332.48,1,,江苏能建钢结构幕墙有限公司,,,,,,,,,,,,,,2018/11/8,2020/5/8
2619,工业用地,徐州市,徐州经济开发区,徐州经济技术开发区瑞威电力科技有限公司工业项目,黄石路北,40,挂牌,,784,,2018,5,2018/5/8,4.66673,4666.73,1,,瑞威电力科技有限公司,,,,,,,,,,,,,,2018/11/8,2020/5/8
2620,工业用地,徐州市,徐州经济开发区,徐州经济技术开发区徐州市福茂源食品厂徐贾快速路西工业项目,徐贾快速路西侧,40,挂牌,,207,,2018,5,2018/5/8,1.22761,1227.61,1,,徐州市福茂源食品厂,,,,,,,,,,,,,,2018/11/18,2020/5/8
2621,商务金融用地,徐州市,徐州新城区,徐州淮海金融招商发展有限公司金融聚集区一期,新城区昆仑大道以北片区（金融聚集区）,40,挂牌,,202820,,2018,5,2018/5/4,33.81845,33818.45,4.5,,徐州淮海金融招商发展有限公司,,,,,,,,,,,,,,2019/5/4,2021/5/4
2622,中低价位、中小套型普通商品住房用地,徐州市,沛  县,徐州中金棚户区改造建设有限公司新建李园公园,汉源大道西侧、徐沛铁路东侧、清怡花园北侧,70,挂牌,,16778,,2018,5,2018/5/4,5.5928,5592.8,2.5,,徐州中金棚户区改造建设有限公司,,,,,,,,,,,,,,2018/9/4,2021/9/3
2623,中低价位、中小套型普通商品住房用地,徐州市,沛  县,徐州中金棚户区改造建设有限公司新建李园小区,汉源大道西侧、徐沛铁路东侧、清怡花园北侧,70,挂牌,,19500,,2018,5,2018/5/4,6.5003,6500.3,2.5,,徐州中金棚户区改造建设有限公司,,,,,,,,,,,,,,2018/9/4,2021/9/3
2624,中低价位、中小套型普通商品住房用地,徐州市,沛  县,徐州中金棚户区改造建设有限公司新建李园小区,汉源大道西侧、徐沛铁路东侧、清怡花园北侧,70,挂牌,,9448,,2018,5,2018/5/4,3.1496,3149.6,2.5,,徐州中金棚户区改造建设有限公司,,,,,,,,,,,,,,2018/9/4,2021/9/3
2625,科教用地,徐州市,徐州经济开发区,徐州建筑装饰集团有限公司凤凰大道西科教用地项目,凤凰大道西,50,挂牌,,1070,,2018,5,2018/5/4,1.01389,1013.89,3.6,,徐州建筑装饰集团有限公司,,,,,,,,,,,,,,2019/5/4,2020/5/4
2626,中低价位、中小套型普通商品住房用地,徐州市,沛  县,徐州中金棚户区改造建设有限公司新建李园小区,汉源大道西侧、徐沛铁路东侧、清怡花园北侧,70,挂牌,,15488,,2018,5,2018/5/4,5.1626,5162.6,2.5,,徐州中金棚户区改造建设有限公司,,,,,,,,,,,,,,2018/9/4,2021/9/3
2627,工业用地,徐州市,铜山区,徐州金鼎恒立液压件有限公司,焦山河南路南侧、园西路东侧,40,挂牌,,1480,,2018,5,2018/5/3,5.4779,5477.9,1,,徐州金鼎恒立液压件有限公司,,,,,,,,,,,,,,2018/11/3,2021/11/2
2628,工业用地,徐州市,贾汪区,徐州市顺程建材科技有限公司,徐贾快速通道西侧，超越大道北侧,50,挂牌,,101,,2018,5,2018/5/3,0.4955,495.5,1.2,,徐州市顺程建材科技有限公司,,,,,,,,,,,,,,2019/5/1,2021/4/30
2629,,徐州市,铜山区,徐州中洋商业发展有限公司,北京路南路东侧、连霍高速北侧,40,挂牌,,1304,,2018,5,2018/5/3,1.971407,1971.407,1,,徐州中洋商业发展有限公司,,,,,,,,,,,,,,2018/11/3,2021/11/2
2630,工业用地,徐州市,贾汪区,江苏德瑞赛尔电气股份有限公司,贾汪区金迪以北，中经七路以西,50,挂牌,,1164,,2018,4,2018/4/24,5.7445,5744.5,1,,江苏德瑞赛尔电气股份有限公司,,,,,,,,,,,,,,2019/4/1,2020/3/31
2631,工业用地,徐州市,贾汪区,江苏腾越新材料科技有限公司,贾汪区206国道以西，跨越路南侧,50,挂牌,,500,,2018,4,2018/4/23,2.4683,2468.3,1,,江苏腾越新材料科技有限公司,,,,,,,,,,,,,,2019/4/1,2021/3/31
2632,其他普通商品住房用地,徐州市,鼓楼区,徐州德翼置业有限公司（德信地产集团有限公司)黄河北路北苏堤北路西商服城镇住宅项目,黄河北路北，苏堤北路西,70,挂牌,,17600,,2018,4,2018/4/23,1.54596,1545.96,2.5,,徐州德翼置业有限公司,,,,,,,,,,,,,,2019/4/23,2021/4/23
2633,工业用地,徐州市,贾汪区,徐州美利圆环保科技有限公司,贾汪区超越路以南，万里路以西,50,挂牌,,389,,2018,4,2018/4/23,1.9207,1920.7,1,,徐州美利圆环保科技有限公司,,,,,,,,,,,,,,2019/4/1,2021/3/31
2634,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州御嘉置业有限公司,贾汪区潘安湖310国道北侧,70,挂牌,,16291,,2018,4,2018/4/23,10.9701,10970.1,1.8,,徐州御嘉置业有限公司,,,,,,,,,,,,,,2019/5/1,2021/4/30
2635,工业用地,徐州市,新沂市,新沂市永诚化工有限公司（农药综合搬迁技改项目）,经七路以东，纬六路以南,50,挂牌,,222,,2018,4,2018/4/20,1.5398,1539.8,0.6,,新沂市永诚化工有限公司,,,,,,,,,,,,,,2019/4/16,2022/4/16
2636,工业用地,徐州市,沛  县,徐州天缘食品厂建年产6000顿卤蛋生产线项目,魏庙镇魏庙大沟东侧、留城大道北侧,50,挂牌,,133,,2018,4,2018/4/20,0.635,635,1,,徐州天缘食品厂,,,,,,,,,,,,,,2018/10/20,2019/10/20
2637,工业用地,徐州市,贾汪区,江苏金美尚车业有限公司,贾汪区科技路西侧，西纬三路北侧,50,挂牌,,1512,,2018,4,2018/4/18,7.462,7462,1,,江苏金美尚车业有限公司,,,,,,,,,,,,,,2019/4/1,2021/3/31
2638,工业用地,徐州市,贾汪区,徐州东兴能源有限公司,江庄镇马安村，利大路东侧,50,挂牌,,802,,2018,4,2018/4/18,3.9574,3957.4,1.2,,徐州东兴能源有限公司,,,,,,,,,,,,,,2019/4/1,2021/3/31
2639,工业用地,徐州市,贾汪区,江苏金美尚车业有限公司,贾汪区科技路西侧，西纬三路北侧,50,挂牌,,657,,2018,4,2018/4/18,3.2403,3240.3,1,,江苏金美尚车业有限公司,,,,,,,,,,,,,,2019/4/1,2021/3/31
2640,其他普通商品住房用地,徐州市,新沂市,新沂经济开发区建设发展有限公司,建业大街以北，侯马路以西,70,挂牌,,5524,,2018,4,2018/4/17,3.6838,3683.8,2.5,,新沂经济开发区建设发展有限公司,,,,,,,,,,,,,,2019/4/10,2020/4/10
2641,其他普通商品住房用地,徐州市,新沂市,新沂经济开发区建设发展有限公司,建业大街以南，湖北南路以东,70,挂牌,,4815,,2018,4,2018/4/17,3.2108,3210.8,2.5,,新沂经济开发区建设发展有限公司,,,,,,,,,,,,,,2019/4/8,2020/4/8
2642,其他普通商品住房用地,徐州市,新沂市,新沂经济开发区建设发展有限公司,建业大街以南，湖北南路以西,70,挂牌,,4314,,2018,4,2018/4/17,2.8769,2876.9,2.5,,新沂经济开发区建设发展有限公司,,,,,,,,,,,,,,2019/4/12,2020/4/12
2643,,徐州市,新沂市,新沂城北新区城市建设发展有限公司（新安街道电商产业园二期项目）,新北路以北，江苏路以西,50,挂牌,,295,,2018,4,2018/4/17,2.0449,2044.9,1.2,,新沂城北新区城市建设发展有限公司,,,,,,,,,,,,,,2019/4/12,2020/4/12
