编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
93,工业用地,徐州市,沛县,徐州彭铸建材有限公司建年产200万方商混和20万方干粉砂浆生产线,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,281,,2020,2020年4月,2020年4月29日,9954,1.2,11944.8,徐州彭铸建材有限公司,,,,,,,,,,,,,,2020年10月29日,2021年10月28日
94,工业用地,徐州市,沛县,江苏云川物联网科技有限公司建设年产5万台电力物联网智能终端及3万台物联网通讯数据终端项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,780,,2020,2020年4月,2020年4月29日,27713,1.2,33255.6,江苏云川物联网科技有限公司,,,,,,,,,,,,,,2020年10月29日,2022年10月28日
95,工业用地,徐州市,沛县,徐州锦业纺织科技有限公司建设年产8000吨纱线生产线,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,597,,2020,2020年4月,2020年4月29日,27570,1.2,33084,徐州锦业纺织科技有限公司,,,,,,,,,,,,,,2020年10月29日,2022年10月28日
96,工业用地,徐州市,沛县,徐州天缘食品厂建年产6000吨卤蛋生产线项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,59,,2020,2020年4月,2020年4月29日,1558,1.2,1869.6,徐州天缘食品厂,,,,,,,,,,,,,,2020年10月29日,2021年10月28日
97,工业用地,徐州市,铜山区,徐州高新技术产业开发区鸿创建设管理有限公司2020（高新）-15号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,797,,2020,2020年4月,2020年4月29日,26540.8,1,26540.8,徐州高新技术产业开发区鸿创建设管理有限公司,,,,,,,,,,,,,,2020年10月29日,2023年10月29日
98,工业用地,徐州市,沛县,徐州德广印铁铁制罐有限公司建设年产15000万套马口铁罐项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,315,,2020,2020年4月,2020年4月29日,14862,1.2,17834.4,徐州德广印铁制罐有限公司,,,,,,,,,,,,,,2020年10月29日,2021年10月28日
99,工业用地,徐州市,沛县,徐州汉之根建设发展有限公司建设江苏精益厂房与附属设施,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,355,,2020,2020年4月,2020年4月29日,12896,1.2,15475.2,徐州汉之根建设发展有限公司,,,,,,,,,,,,,,2020年10月29日,2021年10月28日
100,工业用地,徐州市,铜山区,江苏福瑞徳智能科技有限公司2020（高新）-17号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,1000,,2020,2020年4月,2020年4月29日,44125.21,1,44125.21,江苏福瑞徳智能科技有限公司,,,,,,,,,,,,,,2020年10月29日,2023年10月29日
101,工业用地,徐州市,新沂市,新沂佳新金属实业有限公司（佳新仓储物流服务中心项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,50,,2020,2020年4月,2020年4月29日,3422,1.2,4106.4,新沂佳新金属实业有限公司,,,,,,,,,,,,,,2020年11月26日,2021年11月26日
102,工业用地,徐州市,铜山区,徐州高新技术产业开发区国有资产经营有限公司2020（高新）-11号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,682,,2020,2020年4月,2020年4月28日,22713.88,1,22713.88,徐州高新技术产业开发区国有资产经营有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
103,工业用地,徐州市,铜山区,徐州高新技术产业开发区鸿新建设管理有限公司2020（高新）-12号工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,1600,,2020,2020年4月,2020年4月28日,53306.2,1,53306.2,徐州高新技术产业开发区鸿新建设管理有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
104,工业用地,徐州市,铜山区,江苏博德纳系统工程股份有限公司2020（高新）-13号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,976,,2020,2020年4月,2020年4月28日,32528.6,1,32528.6,江苏博德纳系统工程股份有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
105,工业用地,徐州市,铜山区,徐州众鑫工业自动化有限公司2020（高新）-14号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,928,,2020,2020年4月,2020年4月28日,30930.4,1,30930.4,徐州众鑫工业自动化有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
106,工业用地,徐州市,铜山区,徐州高新技术产业开发区鸿业建设管理有限公司2020（高新）-18号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,1120,,2020,2020年4月,2020年4月28日,74507.99,1,74507.99,徐州高新技术产业开发区鸿业建设管理有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
107,工业用地,徐州市,铜山区,徐州华益制药有限公司2020（高新）-19号工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,248,,2020,2020年4月,2020年4月28日,8238.05,1,8238.05,徐州华益制药有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
108,工业用地,徐州市,铜山区,江苏启航不锈钢精线有限责任公司2020（高新）-20号工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,545,,2020,2020年4月,2020年4月28日,18110.68,1,18110.68,江苏启航不锈钢精线有限责任公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
109,工业用地,徐州市,铜山区,徐州恒兴金桥机械科技有限公司2020（高新）-22号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,270,,2020,2020年4月,2020年4月28日,8181.84,1,8181.84,徐州恒兴金桥机械科技有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
110,工业用地,徐州市,铜山区,徐州恒兴金桥机械科技有限公司2020（高新）-23号工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,255,,2020,2020年4月,2020年4月28日,7706.07,1,7706.07,徐州恒兴金桥机械科技有限公司,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
111,工业用地,徐州市,新沂市,新沂马陵山旅游发展有限公司（马陵山旅游产业园项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,339,,2020,2020年4月,2020年4月28日,23504,1,23504,新沂马陵山旅游发展有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
112,工业用地,徐州市,睢宁县,徐州鸿启工贸有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,44,挂牌,,84,,2020,2020年4月,2020年4月28日,5571.6,2,11143.2,徐州鸿启工贸有限公司,,,,,,,,,,,,,,2020年5月28日,2021年4月28日
113,工业用地,徐州市,新沂市,新沂市城市投资发展有限公司（唐店街道众创产业园）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,154,,2020,2020年4月,2020年4月28日,10667,1.5,16000.5,新沂市城市投资发展有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
114,工业用地,徐州市,新沂市,新沂市新联物资中转有限公司（物流仓储项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,119,,2020,2020年4月,2020年4月28日,8210,1.2,9852,新沂市新联物资中转有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
115,教育用地,徐州市,沛县,大屯街道中心小学,王陵路南侧、臻园路西侧,,划拨,,1382.4462,,2020,2020年4月,2020年4月28日,49429,1,49429,沛县歌风城镇建设有限公司,,,,,,,,,,,,,,2020年10月28日,2022年10月27日
116,工业用地,徐州市,新沂市,新沂华旭置业有限公司（唐店街道产城融合创业园）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,452,,2020,2020年4月,2020年4月27日,31347,1.5,47020.5,新沂华旭置业有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
117,工业用地,徐州市,新沂市,新沂新昆金属制品有限公司（新沂新昆金属年产1000万件游艇配件项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,67,,2020,2020年4月,2020年4月27日,4627,1.5,6940.5,新沂新昆金属制品有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
118,工业用地,徐州市,新沂市,新沂市豪邦新型材料有限公司（年产10万立方新型环保水泥制品项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,29,,2020,2020年4月,2020年4月27日,2007,1.6,3211.2,新沂市豪邦新型材料有限公司,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
119,工业用地,徐州市,贾汪区,真旺（徐州）大数据科技有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,530,,2020,2020年4月,2020年4月26日,26125,1,26125,真旺（徐州）大数据科技有限公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
120,城镇住宅用地,徐州市,睢宁县,徐州领地房地产开发有限公司建城镇住宅用地项目,中山路东、三环北路南,70,挂牌,,28020,,2020,2020年4月,2020年4月24日,30955.1,1.41,43646.691,徐州欣茗企业管理有限公司,,,,,,,,,,,,,,2021年4月24日,2023年4月24日
121,其他商服用地,徐州市,沛县,江苏省湖西农场建设沛县湖西奇迹农场,胡寨镇四支渠南侧、三干支渠东侧,40,挂牌,,1167,,2020,2020年4月,2020年4月23日,25918,0.55,14254.9,江苏省湖西农场,,,,,,,,,,,,,,2021年4月23日,2024年4月22日
122,城镇住宅用地,徐州市,沛县,徐州天硕房地产开发有限公司建设天硕名都三期,徐沛路东侧、天硕名都南侧,70年，40年,挂牌,,1283,,2020,2020年4月,2020年4月23日,14252,2.8,39905.6,徐州天硕房地产开发有限公司,,,,,,,,,,,,,,2021年4月23日,2024年4月22日
123,社会福利用地,徐州市,沛县,杨屯镇沛县昭阳养老服务中心,杨屯镇北辰大道北侧、华天路东侧,,划拨,,209.488,,2020,2020年4月,2020年4月23日,6518,1,6518,沛县杨屯镇人民政府,,,,,,,,,,,,,,2020年10月23日,2022年10月22日
124,城镇住宅用地,徐州市,新沂市,新沂市城投置业有限公司（变电北苑棚户区改造工程）,新沂市徐海路北-臧圩河东,70,挂牌,,13421,,2020,2020年4月,2020年4月22日,47091,2.8,131854.8,新沂市城投置业有限公司,,,,,,,,,,,,,,2020年11月17日,2022年11月17日
125,城镇住宅用地,徐州市,邳州市,半岛国际徐州亿捷置业有限公司,邳新路南、解放路北侧、中山路东侧,70,挂牌,,16965.3,,2020,2020年4月,2020年4月22日,42679.2,1.65,70420.68,徐州亿捷置业有限公司,,,,,,,,,,,,,,2020年8月8日,2022年12月18日
126,工业用地,徐州市,沛县,沛县汉腾建设发展有限公司建设张庄镇工业集中区标准厂房,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,1137,,2020,2020年4月,2020年4月21日,40414,1.2,48496.8,沛县汉腾建设发展有限公司,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
127,工业用地,徐州市,沛县,江苏小营制药有限公司建年产1800吨片剂与2亿袋（瓶）输液生产线,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,1340,,2020,2020年4月,2020年4月21日,68688,1.2,82425.6,江苏小营制药有限公司,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
128,工业用地,徐州市,沛县,江苏小营制药有限公司建年产1800吨片剂与2亿袋（瓶）输液生产线,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,1458,,2020,2020年4月,2020年4月21日,68955,1.2,82746,江苏小营制药有限公司,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
129,餐饮用地,徐州市,云龙区,徐州市新城区国有资产经营有限责任公司建餐饮、旅馆用地项目,楚韵路1号,40,挂牌,,1980,,2020,2020年4月,2020年4月20日,6532.82,1.16,7578.0712,徐州市新城区国有资产经营有限责任公司,,,,,,,,,,,,,,2021年4月20日,2022年4月20日
130,城镇住宅用地,徐州市,睢宁县,徐州嘉悦房地产开发有限公司建城镇住宅用地项目,中山北路东、三环北路南,70,挂牌,,36060,,2020,2020年4月,2020年4月20日,30764,1.5,46146,徐州嘉悦房地产开发有限公司,,,,,,,,,,,,,,2021年4月20日,2023年4月20日
131,公园与绿地,徐州市,沛县,沛县园林管理局绿化用地,湖西农场帝苑食品南侧、鹿楼镇鸿凯包装北侧,,划拨,,,,2020,2020年4月,2020年4月20日,8440,1,8440,沛县园林管理局,,,,,,,,,,,,,,2020年6月20日,2021年6月19日
132,公园与绿地,徐州市,沛县,沛县园林管理局绿化用地,五段粮管所南,,划拨,,,,2020,2020年4月,2020年4月20日,26573,1,26573,沛县园林管理局,,,,,,,,,,,,,,2020年6月20日,2021年6月19日
133,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,6,,2020,2020年4月,2020年4月15日,378,0.1,37.8,徐州国湖新能源科技有限公司,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
134,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,0.4,,2020,2020年4月,2020年4月15日,24,0.1,2.4,徐州国湖新能源科技有限公司,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
135,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,101,,2020,2020年4月,2020年4月15日,6983,1,6983,徐州国湖新能源科技有限公司,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
136,其他商服用地,徐州市,鼓楼区,江苏南通六建建设集团有限公司鼓楼花园教师公寓综合楼商服项目,鼓楼区鼓楼花园院内教师公寓综合楼,40,协议,,258.74,,2020,2020年4月,2020年4月14日,838,,0,江苏南通六建建设集团有限公司,,,,,,,,,,,,,,2020年4月14日,2020年4月14日
137,公用设施用地,徐州市,铜山区,徐州周庙（新区2）110千伏输变电工程,房村镇房村村,,划拨,,,,2020,2020年4月,2020年4月14日,3024,0.5,1512,国网江苏省电力有限公司徐州供电分公司,,,,,,,,,,,,,,2020年10月14日,2023年10月16日
138,教育用地,徐州市,沛县,沛县张寨镇中心小学迁建工程一期,纬四路南侧、纬五路北侧,,划拨,,702.3894,,2020,2020年4月,2020年4月13日,33901,1,33901,沛县张寨镇中心小学,,,,,,,,,,,,,,2020年6月13日,2022年6月12日
139,教育用地,徐州市,丰县,丰县华山镇中心小学新建教学楼（2020-04-HB）,丰县华山镇中心小学北侧,,划拨,,,,2020,2020年4月,2020年4月13日,4791.9,0.5,2395.95,丰县华山镇中心学校,,,,,,,,,,,,,,2020年10月13日,2021年10月12日
140,工业用地,徐州市,贾汪区,徐州苏港置业有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,1350,,2020,2020年4月,2020年4月13日,66667,1.6,106667.2,徐州苏港置业有限公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
141,工业用地,徐州市,沛县,上海大屯能源股份有限公司建设姚桥矿停车场,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,466,,2020,2020年4月,2020年4月10日,10208,0.3,3062.4,上海大屯能源股份有限公司,,,,,,,,,,,,,,2020年10月10日,2021年10月9日
142,工业用地,徐州市,沛县,江苏征进特种车辆制造有限公司建设年产3000台专用车建设项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,808,,2020,2020年4月,2020年4月10日,26916,1.2,32299.2,江苏征进特种车辆制造有限公司,,,,,,,,,,,,,,2020年10月10日,2022年10月9日
143,工业用地,徐州市,沛县,徐州泽宇纺织有限公司建设研发办公楼及年产800万米布匹生产线项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,303,,2020,2020年4月,2020年4月10日,9135,1.2,10962,徐州泽宇纺织有限公司,,,,,,,,,,,,,,2020年10月10日,2021年10月9日
144,工业用地,徐州市,沛县,徐州徐工精密工业科技有限公司建设高端零部件产业基地项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,308,,2020,2020年4月,2020年4月10日,9688,1.8,17438.4,徐州徐工精密工业科教有限公司,,,,,,,,,,,,,,2020年6月10日,2021年6月10日
145,城镇住宅用地,徐州市,泉山区,徐州市美的新城房地产发展有限公司建2019-82号城镇住宅用地项目,三环南路北、金山东路南,70,挂牌,,29600,,2020,2020年4月,2020年4月10日,19239.8,1.3,25011.74,徐州市美的新城房地产发展有限公司,,,,,,,,,,,,,,2021年4月10日,2022年10月10日
146,城镇住宅用地,徐州市,贾汪区,徐州市绿泉置业有限公司,贾汪区新闫路西侧、徐吴路东侧,70,挂牌,,4035,,2020,2020年4月,2020年4月10日,13447,2.2,29583.4,徐州市绿泉置业有限公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
