行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,,,
象山县,象山县公安局定山派出所业务技术用房迁建工程项目地块代征地,定塘镇渡头村茅石公路与兴定路交叉口西北角,0.0506,街巷用地,划拨,,道路运输业,0,定塘镇人民政府,,2018年12月19日,,,,,,
象山县,象山国基置业有限公司城市综合体项目(1),丹西街道广电中心南侧,0.0818,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波蓝青教育投资有限公司带征地,宁波市鄞州区下应街道,1.0804,公园与绿地,划拨,,国家机构,,宁波市鄞州区下应街道办事处,,2018年12月19日,,,,,,
象山县,象山众茂房地产有限公司住宅楼(1),丹南路与兴盛路交叉口东南角,1.7281,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波景瑞置业有限公司带征地,宁波市鄞洲区姜山镇,1.4443,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
象山县,象山县丹西街道方井头村经济合作社方井头村留地天安路商务大楼建设工程(1),丹东街道天安路与新安路交叉口两侧,0.2148,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
象山县,丹西安置小区A区一期工程(1),丹西街道秧田头村、五丰村,0.1053,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
象山县,宁波电业局110KV滨瑶变电所(1),丹西街道上吴村,0.2358,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
宁海县,徐霞客大道延伸段（滨溪路）一期工程,洋溪以北，西郊路以西,6.4654,公路用地,划拨,,城市公共交通业,886.437,宁海县城镇建设委员会办公室,,2018年12月19日,2019年12月19日,2021年12月19日,,,,
鄞州区,宁波市鄞州区姜山镇茅山卫生院带征地,宁波市鄞州区姜山镇,0.1036,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,东泓科技有限公司绿化带征地,宁波市鄞州区下应街道,0.6417,公园与绿地,划拨,,国家机构,,宁波市鄞州区下应街道办事处,,2018年12月19日,,,,,,
鄞州区,东泓科技有限公司带征地,宁波市鄞州区邱隘镇,0.955,公园与绿地,划拨,,国家机构,,宁波市鄞州区邱隘镇人民政府,,2018年12月19日,,,,,,
象山县,浙江建安实业集团股份有限公司商服用房(1),丹东街道庄穆境村,0.0173,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,宁波巨鹰房地产开发有限公司住宅及配套用房(1),丹东街道海山路西侧,0.0587,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,林海学校二期食堂综合楼及运动场等工程(1),丹东街道大契头村,0.3443,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山姚丰房地产开发有限公司住宅楼建设项目(1),丹东街道姚家山南、塔山路北,0.0102,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,丹东街道蒋家村拆迁安置地块建设项目代征地(1),丹东街道新一路东侧,0.0754,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,新桥镇影视创意产业园一期地块一建设项目（代征地）,新桥镇关头村,0.0509,街巷用地,划拨,,道路运输业,0,新桥镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波科发金属制品有限公司带征地,宁波市鄞州区姜山镇,0.0006,公园与绿地,划拨,,国家机构,,宁波市鄞州姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波亚峰风电设备制造有限公司带征地,宁波市鄞州区姜山镇,0.0136,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波江山万里置业有限公司带征地,宁波市鄞州区首南街道,1.5377,公园与绿地,划拨,,国家机构,,宁波江山万里置业有限公司,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州长实船舶配件制造有限公司2带征地,宁波市鄞州区咸祥镇,0.8282,公园与绿地,划拨,,国家机构,,宁波市鄞州区咸祥镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波罗蒙房地产开发有限公司带征地,宁波市鄞州区首南街道,0.3492,公园与绿地,划拨,,国家机构,,宁波市鄞州区首南街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波天工巨星工具有限公司带征地,宁波市鄞州区下应街道,0.0708,公园与绿地,划拨,,国家机构,,宁波市鄞州区下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波润佳汽车安全系统有限公司带征地,宁波市鄞州区姜山镇景江岸村,0.77,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波博威合金材料股份有限公司带征地,云龙镇姚家浦村,0.0815,公园与绿地,划拨,,中国共产党机关,,宁波市鄞州区云龙镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州区塘溪镇新村建设办公室带征地,塘溪镇邹溪村,0.1312,公园与绿地,划拨,,国家机构,,宁波市鄞州区塘溪镇人民政府,,2018年12月19日,,,,,,
象山县,王勇住宅楼建设项目,丹东街道桥头林村,0.0032,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波华升数控车床有限公司带征地,首南街道三里村,0.0977,街巷用地,划拨,,国家机构,,宁波市鄞州区人民政府首南街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波美康盛达置业有限公司带征地,下应街道史家码村,0.4453,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波斯迈尔服饰有限公司带征地,首南街道茶亭庵村,0.0765,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府首南街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波罗蒙世界商业广场有限公司带征地,首南街道陈婆渡村,0.077,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府首南街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波美术制版彩印厂带征地,下应街道史家码村,0.0519,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波海港城置业有限公司带征地,姜山镇曙光村、上张村,0.1834,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波日和新材料有限公司带征地,姜山镇夏施村,0.1069,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州康甬机械配件厂带征地,五乡镇四安村,0.4276,公园与绿地,划拨,,国家机构,,宁波市鄞州区五乡镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波永利木业有限公司带征地,下应街道史家码村,0.0759,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波美康生物科技股份有限公司（东南片区07-02-1）带征地,下应街道史家码村,0.1735,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,鄞州新城区公交生态停保场,六村村、外段村、湾底村,5.6274,街巷用地,划拨,,城市公共交通业,2721.0615,宁波市鄞州区公交场站建设投资有限公司,0.000.00,2018年12月19日,2020年6月17日,2022年6月16日,,,,
鄞州区,宁波市鄞州双华机械实业有限公司带征地,宁波市鄞州区云龙镇,0.0237,公园与绿地,划拨,,国家机构,,宁波市鄞州区云龙镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波科豪金属制品实业有限公司带征地,宁波市鄞州区咸祥镇海南村,0.0303,公园与绿地,划拨,,国家机构,,宁波市鄞州区咸祥镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州区姜山镇走马塘村经济合作社带征地,宁波市鄞州区姜山镇,0.0671,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
象山县,定山人民法庭审判业务用房地块代征地,定塘镇定山村茅石线以西、兴定路以北,0.0548,街巷用地,划拨,,道路运输业,0,定塘镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州瞻岐加油站有限公司加油站带征地,宁波市鄞州区瞻岐镇,0.0646,公园与绿地,划拨,,中国共产党机关,,宁波市鄞州区瞻岐镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州长实船舶配件制造有限公司带征地,宁波市鄞州区咸祥镇,0.4731,公园与绿地,划拨,,国家机构,,宁波市鄞州区咸祥镇人民政府,,2018年12月19日,,,,,,
鄞州区,鄞州区云龙镇上李家村新村建设三期带征地,宁波市鄞州区玉龙镇,0.1409,公园与绿地,划拨,,国家机构,,宁波市鄞州区云龙镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波狮球智能电机有限公司带征地,宁波市鄞州区姜山镇,0.0327,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波惠科仪表有限公司带征地,宁波市鄞州区姜山,0.0088,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波丰洲国际贸易有限公司带征地,宁波市鄞州区塘溪镇东西岙村,0.5368,公园与绿地,划拨,,国家机构,,宁波市鄞州区塘溪镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波培罗成股份有限公司带征地,宁波市鄞州区下应街道,0.1244,公园与绿地,划拨,,国家机构,,宁波市鄞州区下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波六和包装有限公司带征地,宁波市鄞州区云龙镇前后陈村,0.0854,公园与绿地,划拨,,国家机构,,宁波市鄞州区云龙镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波德鹰精密机械有限公司带征地,塘溪镇东西岙村,0.5093,公园与绿地,划拨,,国家机构,,宁波市鄞州区塘溪镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州区公交场站建设投资有限公司带征地,首南街道陈婆渡村,0.6777,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府首南街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波康谱园农业科技有限公司带征地,鄞州区钟公庙街道,0.2917,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府钟公庙街道办事处,,2018年12月19日,,,,,,
鄞州区,曙光新村二期带征地,姜山镇曙光村,0.1872,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
鄞州区,宁波荣居置业有限公司带征地,宁波市鄞州区下应街道,0.3592,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波投创荣安置业有限公司带征地,鄞州区潘火街道土桥村,中河街道顾家村,0.1079,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,
象山县,宁波甬泉置业有限公司住宅楼建设项目代征地(2),丹东街道丹峰路与海山路交叉口东北角,0.115155,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波培罗成集团有限公司带征地,下应街道史家码村,0.0355,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州下应东南片区拆迁置业有限公司带征地,下应街道史家码村,0.1724,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波市鄞州园林市政建设有限公司带征地,下应街道湾底村,0.1609,公园与绿地,划拨,,国家机构,,宁波市鄞州区人民政府下应街道办事处,,2018年12月19日,,,,,,
象山县,中心城区新丰路拆迁安置地块（山水人家二期）建设项目（1）,丹东街道丹河路与东大河交叉口西南角,0.0083,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
鄞州区,宁波时代全芯科技有限公司带征地,宁波市鄞州区姜山镇,0.3743,公园与绿地,划拨,,国家机构,,宁波市鄞州区姜山镇人民政府,,2018年12月19日,,,,,,
象山县,宁波巨鹰房地产开发有限公司住宅楼(1),丹峰路与海山路交叉口西南角,0.3418,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山龙宫旅游文化发展有限公司旅游用地(1),大目湾新城梅龙路与松兰山大道交叉口西南角,0.5382,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山县丹西街道西门村经济合作社村留地办公综合用房(1),丹西街道西门村,0.2485,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,宁波天安（集团）股份有限公司生产用房(1),丹河路与海山路交叉口东南角,0.830736,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,宁波振游旅游投资有限公司综合楼(1),松兰山南沙滩南侧,0.3251,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,天安电气集团宁波天安房地产开发有限公司住宅楼(2),巨鹰路与丹南路交叉口东南角,0.674,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,天安电气集团宁波天安房地产开发有限公司住宅楼(1),巨鹰路与丹南路交叉口东南角,0.5637,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,天安电气集团宁波天安房地产开发有限公司幼儿园(1),巨鹰路与丹南路交叉口东南角,0.5562,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山中波转播台迁建工程(1),丹东街道门前涂村西大河东侧,0.2074,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山县地产房产开发总公司商务办公楼-1,丹河路与南大河交叉口东北角,0.2197,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山辉峰房地产开发有限公司住宅楼（1）,海山路西侧、靖南路南侧,0.0872,街巷用地,划拨,,道路运输业,0,丹东街道办事处,,2018年12月19日,,,,,,
象山县,象山县第三中学迁建工程(1),象山县中心城区生态大道南，中央河路以北，莱薰路西侧规划绿化带以西,1.9624,街巷用地,划拨,,道路运输业,0,丹西街道办事处,,2018年12月19日,,,,,,
